"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"LAPTM4B",1.36741338629328e-35,0.201224628906447,0.282,0.982,2.73482677258656e-32
"TTYH1",2.48050149891078e-186,0.194545707299303,0.053,0.961,4.96100299782156e-183
"RPLP1",5.47982087079864e-05,0.19425863123036,0.998,1,0.109596417415973
"ASPM",2.57890808982278e-212,0.184206103632982,0.015,0.961,5.15781617964556e-209
"COL1A2",1.02149491519431e-178,0.17615471737211,0.06,0.961,2.04298983038863e-175
"SYNE1",1.95013790973218e-50,0.176140477769963,0.236,0.982,3.90027581946437e-47
"SMIM22",2.00118894646176e-57,0.17529975430313,0.22,0.989,4.00237789292352e-54
"F2RL3",6.31487980895611e-233,0.167522726281108,0.02,0,1.26297596179122e-229
"CHCHD10",0.000905929039969717,0.166047907245905,0.377,0.832,1
"TSPAN12",5.55259921397722e-75,0.162276029647592,0.175,0.968,1.11051984279544e-71
"ZFP36L2",8.51675845971762e-40,0.156264774817742,0.274,0.982,1.70335169194352e-36
"GSTO1",3.7742829364731e-30,0.156041864306583,0.309,0.982,7.54856587294619e-27
"NINJ1",1.51668902766991e-29,0.149813730525068,0.171,0.806,3.03337805533982e-26
"CDHR5",1.81096711837467e-206,0.146727993670701,0.022,0.961,3.62193423674933e-203
"SERF2",0.115343816760471,0.137885308802546,0.962,1,1
"S100A16",2.88641025484431e-56,0.132509442129166,0.232,0.986,5.77282050968862e-53
"PPIB",0.606622462646516,0.126041016653008,0.934,1,1
"SIVA1",0.0106680589230111,0.118045889352312,0.641,1,1
"CCL22",1.53649566885289e-225,0.114105766556007,0.012,0.961,3.07299133770577e-222
"DHRS2",6.98820129558109e-96,0.112068642087805,0.141,0.147,1.39764025911622e-92
"BTF3",0.997243946689465,0.108394616290622,0.96,1,1
"APOE",1.56811162639659e-86,0.106449051390969,0.164,0.971,3.13622325279317e-83
"BLVRB",1.44795118120437e-94,0.103000124060315,0.159,0.975,2.89590236240874e-91
"RPLP2",8.75123481263183e-05,-0.100905929324303,0.991,1,0.175024696252637
"METTL15",2.57608523064861e-118,-0.103021907184207,0.121,0.968,5.15217046129721e-115
"CD93",1.61224300643918e-205,-0.108613979761431,0.026,0.961,3.22448601287837e-202
"SAT1",1.7976581726439e-07,-0.108682590948085,0.724,0.996,0.00035953163452878
"RHOD",1.07066804495611e-99,-0.109795622627957,0.143,0.968,2.14133608991222e-96
"CD8A",2.63804569483718e-225,-0.112067167883527,0.011,0.961,5.27609138967436e-222
"RPL9",3.55763622694602e-09,-0.114312126600522,0.992,1,7.11527245389204e-06
"SYNDIG1",1.04283088493206e-203,-0.117685262582039,0.022,0.95,2.08566176986412e-200
"DAB2",1.9298593040322e-199,-0.121943813008162,0.025,0.961,3.85971860806441e-196
"DUSP2",8.60638016652665e-66,-0.127175171298794,0.298,0.982,1.72127603330533e-62
"GGH",9.56075376515222e-140,-0.134238653883053,0.101,0.971,1.91215075303044e-136
"MPEG1",0.0186435422860662,-0.139274922755924,0.02,0,1
"C19orf33",4.79483820742002e-174,-0.142827878079614,0.065,0.968,9.58967641484004e-171
"SFRP2",1.30099136958912e-221,-0.143651196581967,0.021,0.961,2.60198273917824e-218
"PGF",9.48416190765961e-168,-0.153028630165981,0.07,0.964,1.89683238153192e-164
"CACNA2D3",2.77071375220724e-216,-0.156719131535705,0.012,0.961,5.54142750441448e-213
"TMEM141",3.55810916206877e-28,-0.160686065763881,0.334,0.993,7.11621832413754e-25
"RPL31",1.4225841324811e-08,-0.165155149538969,0.946,1,2.84516826496219e-05
"RPS24",1.03122066547999e-08,-0.172190508809402,0.991,1,2.06244133095997e-05
"ABCA1",5.02297193643511e-189,-0.173557395915609,0.035,0.961,1.00459438728702e-185
"CXCL1",6.6657093241881e-143,-0.176059840209269,0.097,0.968,1.33314186483762e-139
"RPS20",2.3574906732381e-10,-0.176138480404476,0.973,1,4.71498134647621e-07
"NACA",9.88648203032126e-12,-0.191265679015084,0.988,1,1.97729640606425e-08
"RPS26",7.66574706520142e-07,-0.191959487811418,0.987,1,0.00153314941304028
"RPL28",2.89883692474849e-11,-0.202993206918213,0.997,1,5.79767384949697e-08
"AKR1A1",7.17368388269107e-23,-0.205146327287346,0.36,0.986,1.43473677653821e-19
"GPR34",2.75691765212356e-233,-0.208433204778103,0.011,0.961,5.51383530424711e-230
"RPL23A",9.10503650526796e-13,-0.21288234440076,0.96,1,1.82100730105359e-09
"SSR3",5.49163378452438e-09,-0.220290911680639,0.699,0.996,1.09832675690488e-05
"NPC2",8.90434320068787e-14,-0.220633926045135,0.415,0.928,1.78086864013757e-10
"GLA",7.36197925622977e-99,-0.226982256912344,0.15,0.968,1.47239585124595e-95
"TMED9",7.37061637074953e-10,-0.22782464881488,0.59,0.993,1.47412327414991e-06
"EBI3",2.42491149852145e-242,-0.230487950681906,0.001,0.961,4.84982299704289e-239
"ITGA6",5.92734101814531e-105,-0.234369729581673,0.128,0.975,1.18546820362906e-101
"BCL11B",7.77844360382075e-199,-0.234546781155969,0.046,0.971,1.55568872076415e-195
"RPS6KA2",1.05870166089062e-160,-0.23763431260213,0.061,0.964,2.11740332178124e-157
"IL6",1.78799897490508e-211,-0.239854853368221,0.022,0.961,3.57599794981016e-208
"RPS15",1.53490816016416e-16,-0.240692408784004,0.993,1,3.06981632032832e-13
"RHOC",6.53370379678509e-43,-0.241803916238073,0.29,0.978,1.30674075935702e-39
"MYCT1",0.0222943746545009,-0.246813879832324,0.018,0,1
"SSR2",6.51425728823888e-14,-0.258275735479589,0.73,0.993,1.30285145764778e-10
"FAU",9.25120468413174e-21,-0.259422507902064,0.99,1,1.85024093682635e-17
"RHAG",1.33064034360291e-240,-0.260185591362923,0.002,0.961,2.66128068720583e-237
"UBA52",7.54812981323576e-15,-0.26658540135781,0.974,1,1.50962596264715e-11
"KCND2",4.91770605720672e-225,-0.273781286511674,0.007,0.961,9.83541211441344e-222
"TFPI",1.3315659987366e-110,-0.286900210702998,0.133,0.978,2.6631319974732e-107
"RPS10",2.65428156376591e-12,-0.290247574314107,0.876,1,5.30856312753183e-09
"TMEM256",1.97096962784621e-10,-0.295474894235121,0.196,0.731,3.94193925569242e-07
"BRINP3",1.13485146263641e-228,-0.299602227963904,0.003,0.961,2.26970292527281e-225
"RPS25",1.12461022058182e-21,-0.302324743793883,0.988,1,2.24922044116364e-18
"ENTPD1",1.33064034360291e-240,-0.309476140725142,0.002,0.961,2.66128068720583e-237
"RPL5",3.13373520922595e-21,-0.309906186731029,0.998,1,6.2674704184519e-18
"NR5A2",9.01552929641934e-104,-0.314469768118745,0.147,0.975,1.80310585928387e-100
"SERP1",9.64130728400599e-14,-0.320411933189684,0.79,0.993,1.9282614568012e-10
"RPL22",1.94326750966469e-20,-0.321447473658906,0.966,1,3.88653501932939e-17
"PDZRN4",1.78799897490508e-211,-0.323461007507278,0.022,0.961,3.57599794981016e-208
"RPL12",4.15825516518083e-18,-0.326348884220503,0.991,1,8.31651033036167e-15
"SLC25A6",1.7597347315382e-14,-0.33480782018418,0.855,0.996,3.5194694630764e-11
"MYL9",8.38956366508016e-153,-0.338899550912039,0.072,0.961,1.67791273301603e-149
"CTSS",3.40922351725522e-203,-0.348778609893727,0.028,0.961,6.81844703451044e-200
"RPS3",3.66925718858766e-28,-0.350077749933115,0.993,1,7.33851437717532e-25
"C7",2.55688278298129e-188,-0.355993019805278,0.047,0.961,5.11376556596259e-185
"RPS13",1.32510546899224e-29,-0.362883431604105,0.995,1,2.65021093798448e-26
"NEAT1",4.0861968436353e-21,-0.368447234147167,0.368,0.857,8.1723936872706e-18
"CH25H",7.23964675466231e-223,-0.370040149911865,0.024,0.961,1.44792935093246e-219
"CKS2",2.0886367278266e-102,-0.370280294200262,0.141,0.968,4.1772734556532e-99
"MAEA",3.48989741953592e-38,-0.371141762063146,0.292,0.986,6.97979483907184e-35
"RPL13A",2.77152582238639e-31,-0.371560727222755,0.997,1,5.54305164477279e-28
"SOCS3",7.73954722453745e-127,-0.378866515713947,0.102,0.968,1.54790944490749e-123
"PNRC1",7.74085719864839e-13,-0.379080876654284,0.454,0.91,1.54817143972968e-09
"RPL11",2.19199034239038e-34,-0.379852587693755,0.998,1,4.38398068478076e-31
"CASC19",5.74020327286821e-219,-0.392076282448401,0.018,0.961,1.14804065457364e-215
"DAPP1",7.07774426602105e-239,-0.393378083336238,0.003,0.961,1.41554885320421e-235
"LMAN2",1.06941081439347e-13,-0.395205175278876,0.521,0.993,2.13882162878694e-10
"POSTN",1.14367012699583e-184,-0.401647703354894,0.042,0.961,2.28734025399165e-181
"CAMK1D",1.03837255163936e-179,-0.40240642206176,0.041,0.961,2.07674510327872e-176
"RPS23",2.84635264240638e-32,-0.40464846453917,0.995,1,5.69270528481276e-29
"IL10",1.7792114992843e-216,-0.405158538426089,0.022,0.961,3.55842299856861e-213
"RPS3A",2.15804390491734e-35,-0.410354540771829,0.991,1,4.31608780983468e-32
"KRTAP2-3",4.17643093527534e-24,-0.4192296762465,0.005,0.133,8.35286187055067e-21
"RPL7A",5.96792233642726e-29,-0.41991681543608,0.966,1,1.19358446728545e-25
"MAD2L1",2.6952201150146e-197,-0.420684611861799,0.028,0.964,5.3904402300292e-194
"GSTP1",8.83853851212191e-18,-0.424276834069802,0.707,0.996,1.76770770242438e-14
"CDKN1A",2.31724030386908e-06,-0.428863582194086,0.279,0.728,0.00463448060773815
"EIF2S3",6.6038812913789e-29,-0.429728038277424,0.359,0.986,1.32077625827578e-25
"SPOCK1",3.01275542372739e-139,-0.437846692246479,0.082,0.964,6.02551084745477e-136
"RPL30",1.20677512438513e-41,-0.442245870120126,0.99,1,2.41355024877026e-38
"NTN4",4.68352321594167e-205,-0.447798798012744,0.021,0.961,9.36704643188334e-202
"RPS8",7.01054580163955e-40,-0.448010814096476,0.993,1,1.40210916032791e-36
"SRM",8.86222371254818e-25,-0.448714221687189,0.225,0.832,1.77244474250964e-21
"AGXT",7.07774426602105e-239,-0.449557098138014,0.003,0.961,1.41554885320421e-235
"MSR1",1.33064034360291e-240,-0.456632604998966,0.002,0.961,2.66128068720583e-237
"CADPS2",5.77816582271575e-178,-0.45781086801875,0.049,0.964,1.15563316454315e-174
"FST",5.01630558394407e-213,-0.460116722672436,0.022,0.961,1.00326111678881e-209
"GPR157",7.61125450367419e-221,-0.460995791145344,0.009,0.961,1.52225090073484e-217
"RPS7",1.78354957271352e-44,-0.468215622539231,0.998,1,3.56709914542705e-41
"HES4",1.46433519498185e-79,-0.474512622033071,0.171,0.971,2.9286703899637e-76
"S100A14",1.69804874117297e-161,-0.475432375227822,0.08,0.978,3.39609748234594e-158
"SNHG9",7.27309040931102e-18,-0.476543366954492,0.23,0.796,1.4546180818622e-14
"THBD",1.1631046101652e-188,-0.478833532819284,0.039,0.961,2.32620922033039e-185
"MEF2C",5.52251478665674e-197,-0.479069943609255,0.045,0.961,1.10450295733135e-193
"HTRA1",5.39289350207239e-147,-0.48310033993098,0.016,0.09,1.07857870041448e-143
"AC007319.1",1.26343196464218e-219,-0.483108523914186,0.018,0.961,2.52686392928437e-216
"TMED2",1.10014824242364e-16,-0.488098274832157,0.67,0.993,2.20029648484728e-13
"RPL41",1.49230532211394e-50,-0.491926086763776,0.998,1,2.98461064422789e-47
"RPL8",9.64919543587544e-45,-0.491961277827859,0.996,1,1.92983908717509e-41
"RPL35A",4.38858915888497e-48,-0.494009755817379,0.991,1,8.77717831776993e-45
"C11orf1",2.53062873750588e-76,-0.502478572035651,0.186,0.975,5.06125747501176e-73
"RPL18",9.64750425113168e-51,-0.511546802019069,0.995,1,1.92950085022634e-47
"VMO1",1.14818089969024e-227,-0.524722214351655,0.015,0.961,2.29636179938049e-224
"HIST2H2BE",2.10379725524038e-07,-0.530025079289068,0.196,0.681,0.000420759451048076
"DNTT",6.95225917194814e-215,-0.53669579301343,0.021,0.961,1.39045183438963e-211
"HPN",8.01176159674982e-58,-0.546192516275515,0.237,0.993,1.60235231934996e-54
"ICAM1",2.24909691680626e-198,-0.547172204813017,0.032,0.961,4.49819383361252e-195
"MT1E",1.1087016784696e-57,-0.548498766539057,0.27,1,2.21740335693921e-54
"TAF12",0.520210125430754,-0.567828314125958,0.15,0.541,1
"RPL14",2.28136041386471e-56,-0.570188660636011,0.996,1,4.56272082772942e-53
"SOD2",1.39024675848029e-05,-0.579136586319955,0.437,0.814,0.0278049351696059
"TMEM258",1.23360995791692e-25,-0.580655984349749,0.685,1,2.46721991583384e-22
"RPL27",6.84477590685913e-45,-0.588604079785341,0.945,1,1.36895518137183e-41
"IFI16",1.66084535678819e-175,-0.592690265648894,0.051,0.964,3.32169071357638e-172
"RPS21",1.03129675874114e-45,-0.594975837606396,0.964,1,2.06259351748227e-42
"RPS9",2.33959824934767e-58,-0.601428196917995,0.992,1,4.67919649869534e-55
"TMEM45A",3.55525304680823e-153,-0.608747791037313,0.075,0.971,7.11050609361645e-150
"BACE2",1.25247325214896e-20,-0.610047204670774,0.049,0.355,2.50494650429791e-17
"RCAN1",1.34812394168242e-48,-0.610985533477357,0.286,0.971,2.69624788336484e-45
"FGL2",1.82621867921317e-235,-0.612101057365703,0.005,0.961,3.65243735842633e-232
"RETN",0.0186435422860662,-0.612605206093555,0.02,0,1
"ELMO1",2.48815910026555e-108,-0.627057831264436,0.129,0.978,4.97631820053111e-105
"LIF",1.61224300643918e-205,-0.628239456565999,0.026,0.961,3.22448601287837e-202
"PTGS2",9.69963478634207e-193,-0.630281611463079,0.036,0.961,1.93992695726841e-189
"KRTCAP2",2.92280453186024e-31,-0.636853725536231,0.601,1,5.84560906372049e-28
"DNAJB4",1.36740580890094e-46,-0.637033962516537,0.293,0.978,2.73481161780188e-43
"DDT",4.45515971666078e-25,-0.648191202808442,0.475,0.996,8.91031943332156e-22
"RPS16",2.50203977934725e-62,-0.653748769632592,0.99,1,5.00407955869449e-59
"NUCB2",6.81730392921889e-28,-0.656555129342975,0.678,1,1.36346078584378e-24
"RPLP0",3.73830911545985e-58,-0.662477947755616,0.991,1,7.4766182309197e-55
"HOXB2",2.75159002747821e-225,-0.666486640153812,0.008,0.961,5.50318005495643e-222
"OSTC",3.24358541715992e-30,-0.669197140695029,0.609,0.996,6.48717083431983e-27
"PABPC4",3.20377346385778e-25,-0.673709237634566,0.445,0.957,6.40754692771555e-22
"CCL4",4.62969061646005e-223,-0.677116474728233,0.022,0.961,9.25938123292009e-220
"CSF2RA",6.04954570774515e-230,-0.680170845988643,0.011,0.961,1.20990914154903e-226
"RPS28",1.22320992072924e-71,-0.682077873584248,0.996,1,2.44641984145849e-68
"G0S2",1.3935194250534e-79,-0.694882887541554,0.192,0.993,2.7870388501068e-76
"RPS29",1.07867023863037e-69,-0.696873926689767,0.986,1,2.15734047726074e-66
"SLC25A37",1.44408923107018e-68,-0.697270501865615,0.228,0.978,2.88817846214037e-65
"RPL27A",1.29802767038798e-74,-0.721285487722489,0.989,1,2.59605534077595e-71
"RPS27",5.53021208267875e-78,-0.729533220087299,0.997,1,1.10604241653575e-74
"TSLP",1.10789440316054e-217,-0.731267527851024,0.028,0.961,2.21578880632108e-214
"RPS6",6.63425140646306e-70,-0.743411996008105,0.986,1,1.32685028129261e-66
"RPS15A",4.97647006590138e-86,-0.765714944084769,0.992,1,9.95294013180275e-83
"FAM110C",2.26957514864752e-139,-0.771520627242154,0.085,0.971,4.53915029729504e-136
"ARL14",2.82527275032858e-173,-0.773880717389419,0.067,0.971,5.65054550065716e-170
"TNFSF13B",1.05608078592541e-174,-0.774904597415972,0.062,0.968,2.11216157185082e-171
"RPSA",2.01116768595729e-71,-0.787476569079783,0.97,1,4.02233537191457e-68
"TYMP",1.08498337587793e-181,-0.792286570685934,0.04,0.961,2.16996675175586e-178
"TNFRSF4",7.07774426602105e-239,-0.793771063515896,0.003,0.961,1.41554885320421e-235
"HPGDS",7.30109959650383e-230,-0.797246199300687,0.013,0.961,1.46021991930077e-226
"RPL7",1.14590080092424e-74,-0.799547893232339,0.959,1,2.29180160184848e-71
"CTSC",1.26052825007683e-162,-0.802228207880943,0.073,0.971,2.52105650015366e-159
"MS4A7",1.82621867921317e-235,-0.808378141794999,0.005,0.961,3.65243735842633e-232
"FAM198B",3.57966912271447e-227,-0.814389674208565,0.005,0.961,7.15933824542894e-224
"KLF1",3.65043246621941e-237,-0.816547372817429,0.004,0.961,7.30086493243882e-234
"ID3",1.49210681188278e-80,-0.819498521837737,0.205,0.978,2.98421362376555e-77
"ALDH1A3",5.38248828718993e-214,-0.833638672516513,0.021,0.961,1.07649765743799e-210
"RPL36",5.2684816669554e-75,-0.840253356240523,0.973,1,1.05369633339108e-71
"IL1R1",6.71712978163267e-125,-0.847988594951071,0.107,0.968,1.34342595632653e-121
"PRSS8",0.0219134909014481,-0.851254801114635,0.062,0.541,1
"CD44",4.01277293208578e-36,-0.864519644008578,0.249,0.867,8.02554586417155e-33
"APOBEC3A",2.42491149852145e-242,-0.871278809864525,0.001,0.961,4.84982299704289e-239
"ORAI1",2.57992678620978e-06,-0.884640616044335,0.075,0.434,0.00515985357241956
"CLTCL1",4.3977839444776e-227,-0.886291644664565,0.004,0.961,8.79556788895519e-224
"RPL37",1.77609202614847e-96,-0.88661634282855,0.991,1,3.55218405229694e-93
"RPL39",1.66861898670265e-87,-0.88875235136817,0.986,1,3.33723797340529e-84
"CYR61",3.81458820925775e-213,-0.888991692648384,0.029,0.961,7.62917641851551e-210
"ALKBH7",1.92971639695389e-37,-0.898240744699825,0.482,1,3.85943279390778e-34
"HIST1H3B",4.66457518739568e-216,-0.903447289699401,0.018,0.961,9.32915037479136e-213
"PDE4C",2.18899688764278e-213,-0.909481415890806,0.015,0.964,4.37799377528556e-210
"SLC7A11",0.018013165410441,-0.914410893552158,0.139,0.584,1
"LYZ",1.91046124814767e-230,-0.91871896536161,0.009,0.961,3.82092249629535e-227
"CRYGD",3.33592846327869e-228,-0.921526169063995,0.004,0.961,6.67185692655739e-225
"TPT1",5.32930191137573e-98,-0.921924267721366,1,1,1.06586038227515e-94
"CLDN14",3.07228155265942e-235,-0.926243081959081,0.011,0.961,6.14456310531884e-232
"CSRP2",8.36908982569149e-126,-0.926995371006074,0.118,0.978,1.6738179651383e-122
"PRG4",1.21703487897373e-227,-0.927359766274114,0.004,0.961,2.43406975794745e-224
"COL4A1",7.4526752250738e-160,-0.934143832335574,0.076,0.961,1.49053504501476e-156
"RPL32",9.40291116154711e-100,-0.947840079391573,0.991,1,1.88058223230942e-96
"XBP1",1.34158672135639e-39,-0.957991172503261,0.502,0.975,2.68317344271277e-36
"IL4I1",1.88342229937488e-223,-0.961150071484472,0.023,0.961,3.76684459874977e-220
"NOSIP",2.94760583965143e-43,-0.966748303342251,0.239,0.907,5.89521167930287e-40
"FUCA1",1.39723393026514e-132,-0.980544939288386,0.092,0.968,2.79446786053028e-129
"SSR4",5.2396427295827e-71,-0.984408069305471,0.932,1,1.04792854591654e-67
"RPL35",8.2645267652872e-103,-0.993619315430319,0.988,1,1.65290535305744e-99
"TMEM159",2.79216882965917e-190,-1.0041699158717,0.034,0.968,5.58433765931834e-187
"RPL13",1.87120788049062e-105,-1.00574978396328,0.996,1,3.74241576098125e-102
"UBE2C",7.03647413255553e-219,-1.01032805432674,0.022,0.961,1.40729482651111e-215
"MTHFD2",1.71807799372943e-69,-1.01311472428077,0.238,0.975,3.43615598745885e-66
"SERPINB1",4.74535529431693e-39,-1.01700362118216,0.354,0.928,9.49071058863385e-36
"TYROBP",1.54776309714097e-226,-1.01898311546965,0.012,0.961,3.09552619428193e-223
"FHIT",2.13428309239739e-153,-1.01905643898482,0.078,0.968,4.26856618479478e-150
"FCER1G",9.68723681762207e-221,-1.02218221403403,0.026,0.961,1.93744736352441e-217
"TNC",4.66678973132447e-204,-1.02306143291384,0.027,0.961,9.33357946264894e-201
"RPS12",8.3142029779023e-104,-1.03921763893333,0.995,1,1.66284059558046e-100
"NNMT",4.74149641775229e-207,-1.04115092590343,0.025,0.964,9.48299283550458e-204
"PLAU",3.3555986052473e-187,-1.04158022844011,0.054,0.968,6.7111972104946e-184
"LDB2",3.82745793956521e-198,-1.04828681215641,0.042,0.964,7.65491587913043e-195
"TAF9",3.03954430255883e-12,-1.05023426642255,0.375,0.427,6.07908860511766e-09
"KCNQ3",1.13485146263641e-228,-1.05748281568338,0.003,0.961,2.26970292527281e-225
"KCNIP4",4.3977839444776e-227,-1.06265720665138,0.004,0.961,8.79556788895519e-224
"GCSAML",2.42491149852145e-242,-1.06468437312149,0.001,0.961,4.84982299704289e-239
"POLD4",3.934614340297e-24,-1.08370478065384,0.127,0.742,7.869228680594e-21
"UST",1.13485146263641e-228,-1.08525144180253,0.003,0.961,2.26970292527281e-225
"HIST1H1B",7.07774426602105e-239,-1.08738906738055,0.003,0.961,1.41554885320421e-235
"RPL34",1.503290304079e-111,-1.09083907585446,0.997,1,3.00658060815801e-108
"RPL18A",5.6287558031025e-112,-1.09275506477828,0.984,1,1.1257511606205e-108
"CYB5A",1.94218104388273e-42,-1.09277399303999,0.44,0.964,3.88436208776547e-39
"IL3RA",1.08518474906482e-212,-1.09382003165926,0.025,0.961,2.17036949812963e-209
"NCF2",3.65043246621941e-237,-1.1002510569729,0.004,0.961,7.30086493243882e-234
"RPS4X",7.02885024168833e-100,-1.10143658691518,0.975,1,1.40577004833767e-96
"RPS2",6.72671638084174e-105,-1.10984361250295,0.996,1,1.34534327616835e-101
"MYOCD",1.13485146263641e-228,-1.11338677962669,0.003,0.961,2.26970292527281e-225
"CCL13",0.0222943746545009,-1.12076778230529,0.018,0,1
"CCL7",2.63671284927019e-221,-1.12550136853019,0.02,0.961,5.27342569854039e-218
"PLAUR",2.85060218358721e-166,-1.13699742109653,0.068,0.968,5.70120436717441e-163
"IQCG",2.82241546259312e-106,-1.15103582618932,0.127,0.964,5.64483092518624e-103
"EEF1B2",4.86618498860308e-97,-1.16798055898021,0.907,1,9.73236997720615e-94
"RGS5",2.00184697787103e-194,-1.18109975273515,0.035,0.961,4.00369395574206e-191
"PSAT1",1.4006734822398e-150,-1.19743523630994,0.089,0.968,2.8013469644796e-147
"CALCB",7.7395682638126e-212,-1.20019700092064,0.015,0.961,1.54791365276252e-208
"ALKBH2",1.3261785071234e-31,-1.20379515461256,0.071,0.315,2.6523570142468e-28
"RPL26",3.19100947120751e-117,-1.2337500834989,0.987,1,6.38201894241503e-114
"CXCL2",2.03549889393171e-127,-1.23480876296177,0.103,0.971,4.07099778786343e-124
"TNFAIP6",1.65347618287397e-195,-1.23483452526751,0.034,0.961,3.30695236574793e-192
"CLDN4",3.09164565528282e-58,-1.23641115944474,0.442,0.996,6.18329131056564e-55
"CXCL3",2.66431645915968e-97,-1.23675420978443,0.165,0.978,5.32863291831937e-94
"RPS18",1.56218539035525e-118,-1.25465772884599,0.993,1,3.1243707807105e-115
"PRRX1",3.63354837639366e-201,-1.26108615463486,0.029,0.961,7.26709675278732e-198
"RPS14",8.49717174101865e-129,-1.26240264052681,0.995,1,1.69943434820373e-125
"RRM2",3.08473330976753e-215,-1.27561844608661,0.032,0.964,6.16946661953507e-212
"PTGDS",1.75796160977352e-215,-1.2787665731569,0.02,0.961,3.51592321954704e-212
"FBP1",1.05114063699824e-194,-1.27904666712123,0.035,0.961,2.10228127399648e-191
"AGT",1.88157789205572e-222,-1.28082938162472,0.009,0.961,3.76315578411144e-219
"RPL10A",1.88443933609675e-113,-1.28799949415025,0.975,1,3.7688786721935e-110
"RBPMS",2.05335285544238e-135,-1.29396594043444,0.109,0.975,4.10670571088476e-132
"FIBIN",3.55248972521638e-228,-1.29702765183694,0.016,0.961,7.10497945043276e-225
"EVA1A",1.44086273649646e-154,-1.3057965134042,0.075,0.968,2.88172547299291e-151
"CPNE4",2.58727832050141e-219,-1.32249798116839,0.01,0.961,5.17455664100283e-216
"RPS19",9.71956657499699e-117,-1.32283405488183,0.985,1,1.9439133149994e-113
"ADAMTS9",1.12652012631939e-206,-1.32589656939829,0.03,0.961,2.25304025263878e-203
"EPHA6",3.59745663746055e-220,-1.34298998621926,0.027,0.961,7.19491327492111e-217
"SAMSN1",3.61482636159756e-229,-1.34392388527801,0.011,0.961,7.22965272319512e-226
"TGM2",1.32880284225432e-215,-1.3609242254793,0.017,0.961,2.65760568450864e-212
"NRG3",5.07213348906064e-228,-1.37011528729218,0.021,0.961,1.01442669781213e-224
"BCAT1",3.96528171628904e-154,-1.37759502608124,0.086,0.968,7.93056343257808e-151
"BIRC3",5.02877230177516e-194,-1.38896750033837,0.048,0.964,1.00575446035503e-190
"ACTA2",3.99334348342163e-217,-1.38939964617003,0.029,0.961,7.98668696684327e-214
"CDKN3",1.16515888216762e-197,-1.38945170621992,0.027,0.961,2.33031776433523e-194
"TM4SF1",6.10624037470738e-86,-1.39562183435287,0.328,0.993,1.22124807494148e-82
"PRPS2",4.81862318819629e-155,-1.40612550003888,0.068,0.968,9.63724637639259e-152
"IGF2",2.36049442478756e-84,-1.40703762702713,0.217,0.989,4.72098884957511e-81
"RPL17",2.65083907574053e-95,-1.40747125704713,0.817,1,5.30167815148106e-92
"LDHA",4.51521665183413e-67,-1.40813142466822,0.297,0.989,9.03043330366827e-64
"CCL8",0.0319671161505813,-1.41364903686751,0.016,0,1
"LST1",1.38720538361961e-228,-1.41593277078651,0.021,0.961,2.77441076723922e-225
"LINC01035",8.41702831292287e-232,-1.41712004733243,0.003,0.961,1.68340566258457e-228
"PRKG1",1.26912624731279e-203,-1.43279879843667,0.04,0.964,2.53825249462558e-200
"KCNQ1",2.12672251226612e-14,-1.43598541312747,0.038,0.373,4.25344502453224e-11
"CDC20",2.18229979687553e-222,-1.45526326470264,0.008,0.961,4.36459959375107e-219
"IGFBP4",2.32075448017145e-213,-1.46452959880707,0.029,0.961,4.6415089603429e-210
"PHGDH",7.61940740886343e-115,-1.47342641493568,0.129,0.986,1.52388148177269e-111
"SERPINA1",4.33579952703566e-109,-1.48673925931269,0.261,1,8.67159905407133e-106
"CYP1A1",0.0222943746545009,-1.49057240761198,0.018,0,1
"REG4",0.0115631697185562,-1.50442887812048,0.033,0.534,1
"BCHE",2.18229979687553e-222,-1.5112275525914,0.008,0.961,4.36459959375107e-219
"CEBPD",1.36868420415284e-112,-1.51526465074404,0.142,0.986,2.73736840830569e-109
"EPHX1",1.40976076383369e-83,-1.53732764982428,0.224,0.996,2.81952152766737e-80
"CA12",7.89887744560873e-08,-1.54632996839823,0.04,0.409,0.000157977548912175
"SOX18",0.0266830642719207,-1.54650960742826,0.017,0,1
"PAPPA",1.78799897490508e-211,-1.54798915580984,0.022,0.961,3.57599794981016e-208
"RPL29",8.30025369721654e-128,-1.56135219307615,0.961,1,1.66005073944331e-124
"MSN",1.19862211283926e-187,-1.57325760688083,0.042,0.964,2.39724422567852e-184
"FN1",1.45515772015783e-197,-1.58222775675102,0.047,0.971,2.91031544031565e-194
"RPL36A",3.37462755316827e-107,-1.58289799489117,0.825,1,6.74925510633654e-104
"TMED6",2.76554930282568e-105,-1.62380821945517,0.16,0.993,5.53109860565136e-102
"CD163",0.0222943746545009,-1.62993426639017,0.018,0,1
"HIST1H2BC",0.237719196513651,-1.63470123658576,0.076,0.495,1
"TGIF1",1.09990121562709e-14,-1.63700717950748,0.134,0.685,2.19980243125419e-11
"CPVL",1.93527466198053e-188,-1.64314444817797,0.039,0.961,3.87054932396107e-185
"IFIT1",1.94115453393398e-221,-1.65133732648216,0.01,0.961,3.88230906786797e-218
"CCL20",2.48320329512131e-196,-1.65801114139374,0.035,0.968,4.96640659024263e-193
"F3",5.74537722477516e-103,-1.66667611909855,0.23,0.982,1.14907544495503e-99
"HDC",6.98099990583216e-235,-1.67092068012754,0.007,0.964,1.39619998116643e-231
